w,l,wl,srs_adj,sos_adj,ap_pre,ap_high,ap_final,adj_ncaa
11,13,0.458,38.69,15.92,0,0,0,0
7,22,0.241,25.27,15.93,0,0,0,0
4,23,0.148,27.75,15.93,0,0,0,0
13,17,0.433,31.52,15.93,0,0,0,0
14,12,0.538,34.39,15.93,0,0,0,0
16,13,0.552,35.33,15.93,0,0,0,0
23,12,0.657,41.72,15.93,0,0,0,0.26
6,22,0.214,20.71,15.94,0,0,0,0
12,13,0.48,31.67,15.94,0,0,0,0
10,19,0.345,32.67,15.94,0,0,0,0
12,15,0.444,33.37,15.94,0,0,0,0
14,15,0.483,35.77,15.94,0,0,0,0
13,8,0.619,38.99,15.94,0,0,0,0
8,19,0.296,21.66,15.95,0,0,0,0
5,22,0.185,24.21,15.95,0,0,0,0
10,18,0.357,27.91,15.95,0,0,0,0
10,21,0.323,28.88,15.95,0,0,0,0
7,22,0.241,29.74,15.95,0,0,0,0
13,13,0.5,31.77,15.95,0,0,0,0
9,17,0.346,33.09,15.95,0,0,0,0
11,17,0.393,33.21,15.95,0,0,0,0
12,15,0.444,33.65,15.95,0,0,0,0
11,15,0.423,33.81,15.95,0,0,0,0
14,13,0.519,35.15,15.95,0,0,0,0
13,16,0.448,37.88,15.95,0,0,0,0
18,11,0.621,39.33,15.95,0,0,0,0
19,10,0.655,39.54,15.95,0,0,0,0
9,19,0.321,29.67,15.96,0,0,0,0
5,23,0.179,29.85,15.96,0,0,0,0
10,17,0.37,34.09,15.96,0,0,0,0
11,17,0.393,34.19,15.96,0,0,0,0
11,13,0.458,36.06,15.96,0,0,0,0
18,16,0.529,37.95,15.96,0,0,0,0
16,12,0.571,39.84,15.96,0,0,0,0
16,11,0.593,39.99,15.96,0,0,0,0
14,10,0.583,40.51,15.96,0,0,0,0
8,22,0.267,26.62,15.97,0,0,0,0
10,17,0.37,30.13,15.97,0,0,0,0
6,19,0.24,32.48,15.97,0,0,0,0
12,16,0.429,34.34,15.97,0,0,0,0
16,10,0.615,36.65,15.97,0,0,0,0
4,21,0.16,23.32,15.98,0,0,0,0
7,24,0.226,27.82,15.98,0,0,0,0
15,16,0.484,29.45,15.98,0,0,0,0
9,19,0.321,29.87,15.98,0,0,0,0
12,17,0.414,32.53,15.98,0,0,0,0
16,12,0.571,34.34,15.98,0,0,0,0
12,12,0.5,34.39,15.98,0,0,0,0
15,16,0.484,36.67,15.98,0,0,0,0
22,12,0.647,40.38,15.98,0,0,0,0.26
21,11,0.656,40.68,15.98,0,0,0,0.26
23,3,0.885,52.3,15.98,0,0,0,0
9,19,0.321,27.77,15.99,0,0,0,0
15,16,0.484,29.65,15.99,0,0,0,0
12,16,0.429,33.63,15.99,0,0,0,0
14,13,0.519,34.71,15.99,0,0,0,0
15,11,0.577,36.54,15.99,0,0,0,0
15,10,0.6,37.32,15.99,0,0,0,0
17,12,0.586,37.88,15.99,0,0,0,0
9,15,0.375,25.43,16,0,0,0,0
10,22,0.313,27.31,16,0,0,0,0
10,18,0.357,31.21,16,0,0,0,0
9,19,0.321,31.66,16,0,0,0,0
12,16,0.429,34.09,16,0,0,0,0
16,10,0.615,34.55,16,0,0,0,0
16,14,0.533,34.82,16,0,0,0,0
13,13,0.5,34.86,16,0,0,0,0
14,14,0.5,35.66,16,0,0,0,0
20,7,0.741,44.8,16,0,0,0,0.26
2,25,0.074,19.12,16.01,0,0,0,0
9,19,0.321,29.48,16.01,0,0,0,0
12,14,0.462,30.56,16.01,0,0,0,0
15,13,0.536,36.13,16.01,0,0,0,0
8,24,0.25,28,16.02,0,0,0,0
11,15,0.423,30.51,16.02,0,0,0,0
12,17,0.414,32.07,16.02,0,0,0,0
16,12,0.571,33.34,16.02,0,0,0,0
12,16,0.429,34.26,16.02,0,0,0,0
14,20,0.412,34.47,16.02,0,0,0,0
14,11,0.56,36.98,16.02,0,0,0,0
5,23,0.179,24.12,16.03,0,0,0,0
6,21,0.222,27.18,16.03,0,0,0,0
12,14,0.462,31.9,16.03,0,0,0,0
13,12,0.52,34.26,16.03,0,0,0,0
13,16,0.448,34.65,16.03,0,0,0,0
19,15,0.559,37.26,16.03,0,0,0,0
17,11,0.607,37.83,16.03,0,0,0,0
11,21,0.344,28.45,16.04,0,0,0,0
13,17,0.433,32.17,16.04,0,0,0,0
12,18,0.4,33.21,16.04,0,0,0,0
12,16,0.429,37.09,16.04,0,0,0,0
17,9,0.654,39.85,16.04,0,0,0,0
18,10,0.643,41.83,16.04,0,0,0,0
16,12,0.571,41.87,16.04,0,0,0,0
9,22,0.29,25.21,16.05,0,0,0,0
9,19,0.321,26.38,16.05,0,0,0,0
4,22,0.154,27.2,16.05,0,0,0,0
6,25,0.194,27.46,16.05,0,0,0,0
9,19,0.321,30.79,16.05,0,0,0,0
14,14,0.5,37.04,16.05,0,0,0,0
18,11,0.621,43.01,16.05,0,0,0,0
21,9,0.7,46.2,16.05,0,0,0,0
22,7,0.759,47.6,16.05,0,0,0,0
6,22,0.214,24.7,16.06,0,0,0,0
9,17,0.346,33.03,16.06,0,0,0,0
14,13,0.519,36.24,16.06,0,0,0,0
14,12,0.538,36.76,16.06,0,0,0,0
16,6,0.727,38.88,16.06,0,0,0,0
9,21,0.3,31.83,16.07,0,0,0,0
13,13,0.5,32.28,16.07,0,0,0,0
8,15,0.348,33.62,16.07,0,0,0,0
15,11,0.577,37.28,16.07,0,0,0,0
17,11,0.607,37.38,16.07,0,0,0,0
15,13,0.536,37.81,16.07,0,0,0,0
14,12,0.538,37.92,16.07,0,0,0,0
14,14,0.5,39.05,16.07,0,0,0,0
27,2,0.931,44.35,16.07,0,0.367,0,0
9,21,0.3,25.51,16.08,0,0,0,0
16,16,0.5,35.73,16.08,0,0,0,0
15,13,0.536,36.45,16.08,0,0,0,0
15,14,0.517,38.47,16.08,0,0,0,0
17,12,0.586,42.81,16.08,0,0,0,0
6,18,0.25,23.55,16.09,0,0,0,0
8,22,0.267,25.93,16.09,0,0,0,0
10,17,0.37,31.2,16.09,0,0,0,0
10,18,0.357,31.77,16.09,0,0,0,0
14,14,0.5,33.5,16.09,0,0,0,0
10,18,0.357,34.98,16.09,0,0,0,0
17,16,0.515,35.77,16.09,0,0,0,0
19,15,0.559,37.22,16.09,0,0,0,0
18,10,0.643,38.8,16.09,0,0,0,0
21,8,0.724,42.24,16.09,0,0,0,0
6,21,0.222,28.11,16.1,0,0,0,0
7,15,0.318,31.3,16.1,0,0,0,0
11,18,0.379,32.15,16.1,0,0,0,0
12,15,0.444,33.32,16.1,0,0,0,0
8,12,0.4,36.56,16.1,0,0,0,0
22,9,0.71,41.26,16.1,0,0,0,0.26
14,9,0.609,41.89,16.1,0,0,0,0
5,19,0.208,25.61,16.11,0,0,0,0
8,18,0.308,31.53,16.11,0,0,0,0
13,14,0.481,36.59,16.11,0,0,0,0
29,4,0.879,50.83,16.11,0,0.2,0.2,0.26
9,18,0.333,32.11,16.12,0,0,0,0
12,10,0.545,32.92,16.12,0,0,0,0
11,16,0.407,34.05,16.12,0,0,0,0
14,16,0.467,34.31,16.12,0,0,0,0
13,12,0.52,35.3,16.12,0,0,0,0
12,16,0.429,38.3,16.12,0,0,0,0
15,10,0.6,39.07,16.12,0,0,0,0
11,15,0.423,31.58,16.13,0,0,0,0
17,15,0.531,35.25,16.13,0,0,0,0
22,13,0.629,38.48,16.13,0,0,0,0
20,13,0.606,38.91,16.13,0,0,0,0
4,27,0.129,24.99,16.14,0,0,0,0
7,21,0.25,28.93,16.14,0,0,0,0
11,16,0.407,32.69,16.14,0,0,0,0
12,18,0.4,33.94,16.14,0,0,0,0
15,13,0.536,36.94,16.14,0,0,0,0
14,12,0.538,38.89,16.14,0,0,0,0
18,6,0.75,46.73,16.14,0,0,0,0
10,16,0.385,27.48,16.15,0,0,0,0
15,15,0.5,32.74,16.15,0,0,0,0
19,8,0.704,38.48,16.15,0,0,0,0
21,13,0.618,38.8,16.15,0,0,0,0.36
17,11,0.607,39.91,16.15,0,0,0,0
12,15,0.444,33.46,16.16,0,0,0,0
10,14,0.417,33.51,16.16,0,0,0,0
20,17,0.541,37.07,16.16,0,0,0,0.36
4,22,0.154,21.48,16.17,0,0,0,0
4,22,0.154,26.44,16.17,0,0,0,0
10,23,0.303,28.43,16.17,0,0,0,0
10,16,0.385,29.64,16.17,0,0,0,0
7,22,0.241,31.37,16.17,0,0,0,0
7,18,0.28,32.53,16.17,0,0,0,0
14,17,0.452,34,16.17,0,0,0,0
13,17,0.433,34.47,16.17,0,0,0,0
15,15,0.5,36.72,16.17,0,0,0,0.26
17,14,0.548,38.33,16.17,0,0,0,0
19,13,0.594,40.25,16.17,0,0,0,0
15,7,0.682,40.38,16.17,0,0,0,0
8,12,0.4,17.62,16.18,0,0,0,0
11,20,0.355,25.97,16.18,0,0,0,0
8,17,0.32,27.99,16.18,0,0,0,0
7,22,0.241,30.49,16.18,0,0,0,0
5,22,0.185,30.65,16.18,0,0,0,0
9,14,0.391,30.92,16.18,0,0,0,0
9,17,0.346,32.14,16.18,0,0,0,0
6,15,0.286,32.67,16.18,0,0,0,0
13,14,0.481,35.1,16.18,0,0,0,0
16,15,0.516,39.63,16.18,0,0,0,0
18,8,0.692,47.23,16.18,0,0,0,0
5,22,0.185,26.7,16.19,0,0,0,0
11,11,0.5,29.14,16.19,0,0,0,0
14,15,0.483,31.82,16.19,0,0,0,0
12,12,0.5,35.2,16.19,0,0,0,0
15,14,0.517,35.97,16.19,0,0,0,0
15,12,0.556,40.08,16.19,0,0,0,0
16,8,0.667,40.18,16.19,0,0,0,0
6,22,0.214,27.75,16.2,0,0,0,0
15,17,0.469,31.95,16.2,0,0,0,0
15,14,0.517,35.9,16.2,0,0,0,0
19,11,0.633,37.48,16.2,0,0,0,0
13,11,0.542,38.57,16.2,0,0,0,0
6,21,0.222,23.54,16.21,0,0,0,0
8,21,0.276,28.61,16.21,0,0,0,0
11,15,0.423,33.94,16.21,0,0,0,0
14,15,0.483,34.22,16.21,0,0,0,0
21,9,0.7,36.4,16.21,0,0,0,0
21,10,0.677,42.42,16.21,0,0,0,0.26
3,23,0.115,22.86,16.22,0,0,0,0
6,23,0.207,28.31,16.22,0,0,0,0
6,22,0.214,31.85,16.22,0,0,0,0
9,17,0.346,33.45,16.22,0,0,0,0
12,12,0.5,35.44,16.22,0,0,0,0
8,21,0.276,29.49,16.23,0,0,0,0
7,20,0.259,29.62,16.23,0,0,0,0
12,17,0.414,29.82,16.23,0,0,0,0
11,15,0.423,30.78,16.23,0,0,0,0
10,17,0.37,31.05,16.23,0,0,0,0
13,14,0.481,34.82,16.23,0,0,0,0
18,8,0.692,41.45,16.23,0,0,0,0
18,10,0.643,42.16,16.23,0,0,0,0
21,9,0.7,43.18,16.23,0,0,0,0.26
7,17,0.292,29.52,16.24,0,0,0,0
5,21,0.192,30.23,16.24,0,0,0,0
15,14,0.517,37.03,16.24,0,0,0,0
14,15,0.483,37.48,16.24,0,0,0,0
14,12,0.538,37.49,16.24,0,0,0,0
15,10,0.6,37.68,16.24,0,0,0,0
21,14,0.6,37.88,16.24,0,0,0,0
12,15,0.444,38.18,16.24,0,0,0,0
22,9,0.71,42.18,16.24,0,0,0,0
15,12,0.556,42.87,16.24,0,0,0,0
5,20,0.2,20.38,16.25,0,0,0,0
13,17,0.433,26.88,16.25,0,0,0,0.26
8,23,0.258,27.87,16.25,0,0,0,0
7,19,0.269,32.8,16.25,0,0,0,0
11,16,0.407,33.52,16.25,0,0,0,0
21,13,0.618,36.6,16.25,0,0,0,0
15,15,0.5,37.19,16.25,0,0,0,0
19,12,0.613,40.04,16.25,0,0,0,0
18,6,0.75,44.12,16.25,0,0,0,0
6,20,0.231,25.81,16.26,0,0,0,0
16,21,0.432,29.5,16.26,0,0,0,0.26
5,22,0.185,30.56,16.26,0,0,0,0
14,14,0.5,35.56,16.26,0,0,0,0
18,12,0.6,39.01,16.26,0,0,0,0
23,12,0.657,41.87,16.26,0,0,0,0
4,26,0.133,27.09,16.27,0,0,0,0
8,20,0.286,28.28,16.27,0,0,0,0
9,22,0.29,30.6,16.27,0,0,0,0
14,12,0.538,32.6,16.27,0,0,0,0
8,18,0.308,34.5,16.27,0,0,0,0
12,16,0.429,35.05,16.27,0,0,0,0
14,15,0.483,35.42,16.27,0,0,0,0
13,17,0.433,36.48,16.27,0,0,0,0
16,8,0.667,38.21,16.27,0,0,0,0
19,11,0.633,39.39,16.27,0,0,0,0
18,10,0.643,40.89,16.27,0,0,0,0
5,23,0.179,26.83,16.28,0,0,0,0
7,19,0.269,28.87,16.28,0,0,0,0
9,20,0.31,29,16.28,0,0,0,0
10,16,0.385,30.91,16.28,0,0,0,0
12,15,0.444,31.44,16.28,0,0,0,0
11,15,0.423,32.58,16.28,0,0,0,0
11,18,0.379,32.83,16.28,0,0,0,0
12,15,0.444,34.35,16.28,0,0,0,0
17,16,0.515,37.38,16.28,0,0,0,0
14,13,0.519,38.39,16.28,0,0,0,0
16,10,0.615,42.35,16.28,0,0,0,0
24,10,0.706,42.99,16.28,0,0,0,0.36
22,6,0.786,43.97,16.28,0,0,0,0
16,10,0.615,44.31,16.28,0,0,0,0
3,25,0.107,25.72,16.29,0,0,0,0
5,22,0.185,26.88,16.29,0,0,0,0
10,22,0.313,29.78,16.29,0,0,0,0
12,15,0.444,32.24,16.29,0,0,0,0
12,10,0.545,35.29,16.29,0,0,0,0
16,13,0.552,37.88,16.29,0,0,0,0
20,13,0.606,38.67,16.29,0,0,0,0
15,11,0.577,41.11,16.29,0,0,0,0
26,6,0.813,45.43,16.29,0,0,0,0
25,5,0.833,47.32,16.29,0,0,0,0.26
1,23,0.042,22.29,16.3,0,0,0,0
4,22,0.154,28.5,16.3,0,0,0,0
12,12,0.5,31,16.3,0,0,0,0
10,18,0.357,31.41,16.3,0,0,0,0
10,11,0.476,34.54,16.3,0,0,0,0
14,15,0.483,35.5,16.3,0,0,0,0
18,10,0.643,39.47,16.3,0,0,0,0
21,10,0.677,43.95,16.3,0,0,0,0.26
12,17,0.414,31.86,16.31,0,0,0,0
15,13,0.536,36.3,16.31,0,0,0,0
15,14,0.517,37.58,16.31,0,0,0,0
23,12,0.657,40.3,16.31,0,0,0,0.26
27,10,0.73,42.83,16.31,0,0,0,0.26
20,6,0.769,43.86,16.31,0,0,0,0
20,8,0.714,50.67,16.31,0,0,0,0.26
8,22,0.267,29.93,16.32,0,0,0,0
4,22,0.154,30.74,16.32,0,0,0,0
9,23,0.281,33.04,16.32,0,0,0,0
15,14,0.517,39.94,16.32,0,0,0,0
18,11,0.621,42.28,16.32,0,0,0,0
4,24,0.143,25.09,16.33,0,0,0,0
11,18,0.379,31.23,16.33,0,0,0,0
10,8,0.556,33.71,16.33,0,0,0,0
15,13,0.536,35.18,16.33,0,0,0,0
13,14,0.481,35.22,16.33,0,0,0,0
15,16,0.484,40.28,16.33,0,0,0,0
19,8,0.704,43.4,16.33,0,0,0,0
8,18,0.308,22.75,16.34,0,0,0,0
8,19,0.296,25.03,16.34,0,0,0,0
10,20,0.333,30.75,16.34,0,0,0,0
14,18,0.438,31.68,16.34,0,0,0,0
8,19,0.296,31.73,16.34,0,0,0,0
6,17,0.261,32.41,16.34,0,0,0,0
13,14,0.481,32.43,16.34,0,0,0,0
13,16,0.448,33.6,16.34,0,0,0,0
11,16,0.407,35.26,16.34,0,0,0,0
15,13,0.536,39.78,16.34,0,0,0,0
18,10,0.643,40.97,16.34,0,0,0,0
5,26,0.161,23.21,16.35,0,0,0,0
9,20,0.31,26.54,16.35,0,0,0,0
7,19,0.269,30.86,16.35,0,0,0,0
9,21,0.3,31.37,16.35,0,0,0,0
15,20,0.429,32.81,16.35,0,0,0,0.26
9,19,0.321,33.19,16.35,0,0,0,0
9,20,0.31,34.15,16.35,0,0,0,0
17,9,0.654,36.53,16.35,0,0,0,0
19,14,0.576,36.79,16.35,0,0,0,0.26
13,12,0.52,38.25,16.35,0,0,0,0
19,12,0.613,39.37,16.35,0,0,0,0
24,6,0.8,47.01,16.35,0,0,0,0
10,16,0.385,27.12,16.36,0,0,0,0
10,20,0.333,27.94,16.36,0,0,0,0
10,20,0.333,31.73,16.36,0,0,0,0
13,14,0.481,33.87,16.36,0,0,0,0
17,12,0.586,36.06,16.36,0,0,0,0
14,12,0.538,37.38,16.36,0,0,0,0
17,12,0.586,38.1,16.36,0,0,0,0
12,9,0.571,38.77,16.36,0,0,0,0
16,12,0.571,39.27,16.36,0,0,0,0
14,12,0.538,40.2,16.36,0,0,0,0
19,11,0.633,41.01,16.36,0,0,0,0
17,12,0.586,41.25,16.36,0,0,0,0
3,25,0.107,18.53,16.37,0,0,0,0
9,18,0.333,34.66,16.37,0,0,0,0
16,16,0.5,34.67,16.37,0,0,0,0
13,12,0.52,37.42,16.37,0,0,0,0
22,13,0.629,38.03,16.37,0,0,0,0.36
18,14,0.563,39.68,16.37,0,0,0,0
12,19,0.387,29.83,16.38,0,0,0,0
12,16,0.429,30.82,16.38,0,0,0,0
13,14,0.481,34.49,16.38,0,0,0,0
19,16,0.543,38.08,16.38,0,0,0,0
14,14,0.5,38.3,16.38,0,0,0,0
18,6,0.75,40.83,16.38,0,0,0,0
21,8,0.724,43.2,16.38,0,0,0,0
17,7,0.708,49.37,16.38,0,0,0,0.26
7,19,0.269,32.08,16.39,0,0,0,0
12,18,0.4,33.11,16.39,0,0,0,0
16,11,0.593,36.94,16.39,0,0,0,0
15,9,0.625,40.27,16.39,0,0,0,0
25,4,0.862,49.28,16.39,0,0.467,0,0
9,22,0.29,28.26,16.4,0,0,0,0
7,20,0.259,29.78,16.4,0,0,0,0
11,19,0.367,30.91,16.4,0,0,0,0
8,19,0.296,31.95,16.4,0,0,0,0
12,14,0.462,34.04,16.4,0,0,0,0
13,17,0.433,35.4,16.4,0,0,0,0
17,13,0.567,36.13,16.4,0,0,0,0
17,16,0.515,38.5,16.4,0,0,0,0
17,9,0.654,43.43,16.4,0,0,0,0
9,15,0.375,30.51,16.41,0,0,0,0
11,17,0.393,31.5,16.41,0,0,0,0
13,13,0.5,32.2,16.41,0,0,0,0
14,14,0.5,36.44,16.41,0,0,0,0
13,13,0.5,38.21,16.41,0,0,0,0
20,11,0.645,39.58,16.41,0,0,0,0.26
17,12,0.586,42.31,16.41,0,0,0,0
21,8,0.724,42.65,16.41,0,0,0,0
23,6,0.793,48.28,16.41,0,0,0,0
11,15,0.423,27.36,16.42,0,0,0,0
4,26,0.133,27.4,16.42,0,0,0,0
6,21,0.222,29.43,16.42,0,0,0,0
8,22,0.267,30.24,16.42,0,0,0,0
11,17,0.393,32.26,16.42,0,0,0,0
11,15,0.423,33.93,16.42,0,0,0,0
20,10,0.667,45.91,16.42,0,0,0,0
9,19,0.321,30.73,16.43,0,0,0,0
7,19,0.269,32.07,16.43,0,0,0,0
13,9,0.591,35.75,16.43,0,0,0,0
12,14,0.462,37.2,16.43,0,0,0,0
18,16,0.529,39.54,16.43,0,0,0,0
26,9,0.743,46.98,16.43,0,0,0,0
24,7,0.774,49.24,16.43,0,0,0,0.26
4,26,0.133,24.16,16.44,0,0,0,0
8,17,0.32,31.36,16.44,0,0,0,0
14,15,0.483,35.03,16.44,0,0,0,0
10,16,0.385,36.31,16.44,0,0,0,0
15,12,0.556,42.03,16.44,0,0,0,0
7,19,0.269,26.17,16.45,0,0,0,0
8,18,0.308,28.77,16.45,0,0,0,0
7,20,0.259,28.96,16.45,0,0,0,0
13,15,0.464,31.19,16.45,0,0,0,0
12,16,0.429,32.77,16.45,0,0,0,0
18,14,0.563,34.45,16.45,0,0,0,0
17,10,0.63,38.21,16.45,0,0,0,0
13,14,0.481,40.15,16.45,0,0,0,0
15,8,0.652,41.4,16.45,0,0,0,0
6,24,0.2,29.01,16.46,0,0,0,0
7,20,0.259,29.04,16.46,0,0,0,0
11,13,0.458,30.66,16.46,0,0,0,0
8,18,0.308,32.14,16.46,0,0,0,0
11,17,0.393,33.4,16.46,0,0,0,0
16,12,0.571,37.1,16.46,0,0,0,0
18,9,0.667,43.28,16.46,0,0,0,0
13,14,0.481,32.39,16.47,0,0,0,0
9,18,0.333,32.46,16.47,0,0,0,0
7,19,0.269,34.06,16.47,0,0,0,0
12,13,0.48,34.5,16.47,0,0,0,0
24,6,0.8,41.64,16.47,0,0,0,0.36
18,8,0.692,44.29,16.47,0,0,0,0.587
5,20,0.2,24.53,16.48,0,0,0,0
3,23,0.115,25.73,16.48,0,0,0,0
10,15,0.4,29.73,16.48,0,0,0,0
13,16,0.448,32.07,16.48,0,0,0,0
16,14,0.533,35.14,16.48,0,0,0,0
14,13,0.519,35.86,16.48,0,0,0,0
20,13,0.606,39.53,16.48,0,0,0,0
18,12,0.6,40.28,16.48,0,0,0,0
15,12,0.556,40.47,16.48,0,0,0,0
14,7,0.667,44.97,16.48,0,0,0,0
4,23,0.148,12.08,16.49,0,0,0,0
13,11,0.542,33.37,16.49,0,0,0,0
15,9,0.625,38.19,16.49,0,0,0,0
19,12,0.613,42.07,16.49,0,0,0,0
20,10,0.667,47.11,16.49,0,0,0,0.26
9,21,0.3,26.8,16.5,0,0,0,0
12,19,0.387,31.98,16.5,0,0,0,0
14,16,0.467,34.94,16.5,0,0,0,0
12,18,0.4,35.05,16.5,0,0,0,0
13,17,0.433,37.32,16.5,0,0,0,0
16,16,0.5,37.91,16.5,0,0,0,0
20,10,0.667,42.12,16.5,0,0,0,0
8,18,0.308,29.11,16.51,0,0,0,0
8,18,0.308,32.06,16.51,0,0,0,0
19,10,0.655,38.66,16.51,0,0,0,0.26
20,13,0.606,39.69,16.51,0,0,0,0.36
17,11,0.607,42.49,16.51,0,0,0,0
18,11,0.621,42.99,16.51,0,0,0,0
4,18,0.182,17,16.52,0,0,0,0
6,20,0.231,26.76,16.52,0,0,0,0
7,21,0.25,28.57,16.52,0,0,0,0
13,15,0.464,31.7,16.52,0,0,0,0
10,17,0.37,32.11,16.52,0,0,0,0
13,18,0.419,35.86,16.52,0,0,0,0
11,16,0.407,36.39,16.52,0,0,0,0
15,12,0.556,39.03,16.52,0,0,0,0
2,26,0.071,17.28,16.53,0,0,0,0
12,17,0.414,33.7,16.53,0,0,0,0
15,16,0.484,34.62,16.53,0,0,0,0
16,16,0.5,35.54,16.53,0,0,0,0
7,17,0.292,35.79,16.53,0,0,0,0
9,18,0.333,36.73,16.53,0,0,0,0
12,14,0.462,36.87,16.53,0,0,0,0
15,14,0.517,40.22,16.53,0,0,0,0
13,11,0.542,40.67,16.53,0,0,0,0
5,22,0.185,24.29,16.54,0,0,0,0
10,13,0.435,32.78,16.54,0,0,0,0
13,11,0.542,36.57,16.54,0,0,0,0
16,14,0.533,37.42,16.54,0,0,0,0
14,13,0.519,38.39,16.54,0,0,0,0
15,13,0.536,39.57,16.54,0,0,0,0
8,23,0.258,29.17,16.55,0,0,0,0
5,17,0.227,31.38,16.55,0,0,0,0
10,16,0.385,33.06,16.55,0,0,0,0
13,16,0.448,33.79,16.55,0,0,0,0
16,10,0.615,35.14,16.55,0,0,0,0
18,14,0.563,40.45,16.55,0,0,0,0
22,8,0.733,44.03,16.55,0,0,0,0.26
23,6,0.793,45.13,16.55,0,0,0,0
5,23,0.179,22.46,16.56,0,0,0,0
5,15,0.25,27.17,16.56,0,0,0,0
10,16,0.385,28.98,16.56,0,0,0,0
6,24,0.2,30.04,16.56,0,0,0,0
13,15,0.464,30.32,16.56,0,0,0,0
15,18,0.455,32.82,16.56,0,0,0,0
16,11,0.593,39.11,16.56,0,0,0,0
18,14,0.563,39.37,16.56,0,0,0,0
19,9,0.679,39.79,16.56,0,0,0,0
20,11,0.645,43.48,16.56,0,0,0,0.26
4,25,0.138,25.85,16.57,0,0,0,0
11,13,0.458,27.78,16.57,0,0,0,0
7,19,0.269,29.12,16.57,0,0,0,0
9,18,0.333,29.16,16.57,0,0,0,0
9,23,0.281,30.15,16.57,0,0,0,0
11,17,0.393,31.37,16.57,0,0,0,0
12,20,0.375,31.67,16.57,0,0,0,0
11,14,0.44,34.7,16.57,0,0,0,0
12,14,0.462,34.8,16.57,0,0,0,0
15,12,0.556,35.03,16.57,0,0,0,0.26
14,13,0.519,35.89,16.57,0,0,0,0
16,16,0.5,36.36,16.57,0,0,0,0
19,12,0.613,39.18,16.57,0,0,0,0
17,10,0.63,40.47,16.57,0,0,0,0
17,14,0.548,41.92,16.57,0,0,0,0
5,19,0.208,29.7,16.58,0,0,0,0
10,18,0.357,30.36,16.58,0,0,0,0
10,16,0.385,32.41,16.58,0,0,0,0
7,19,0.269,33.85,16.58,0,0,0,0
21,13,0.618,38.82,16.58,0,0,0,0
18,9,0.667,39.39,16.58,0,0,0,0
19,10,0.655,39.82,16.58,0,0,0,0
20,9,0.69,40.01,16.58,0,0,0,0
10,15,0.4,31.34,16.59,0,0,0,0
9,18,0.333,31.44,16.59,0,0,0,0
7,23,0.233,32.53,16.59,0,0,0,0
13,9,0.591,36.19,16.59,0,0,0,0
14,14,0.5,36.44,16.59,0,0,0,0
13,14,0.481,37.55,16.59,0,0,0,0
16,10,0.615,38.23,16.59,0,0,0,0
27,9,0.75,42.68,16.59,0,0,0,0
24,5,0.828,44.93,16.59,0,0,0,0
25,6,0.806,45.87,16.59,0,0,0,0.26
6,19,0.24,25.56,16.6,0,0,0,0
7,18,0.28,27.44,16.6,0,0,0,0
9,17,0.346,35.15,16.6,0,0,0,0
16,11,0.593,36.03,16.6,0,0,0,0.26
15,12,0.556,39.31,16.6,0,0,0,0
21,8,0.724,44.84,16.6,0,0,0,0
20,9,0.69,45.79,16.6,0,0,0,0.587
18,6,0.75,45.81,16.6,0,0,0,0
6,21,0.222,29.46,16.61,0,0,0,0
14,15,0.483,37.91,16.61,0,0,0,0
15,15,0.5,38.56,16.61,0,0,0,0
19,12,0.613,38.99,16.61,0,0,0,0.26
19,8,0.704,40.51,16.61,0,0,0,0
19,9,0.679,42.08,16.61,0,0,0,0
16,14,0.533,42.63,16.61,0,0,0,0
13,17,0.433,32.17,16.62,0,0,0,0
18,14,0.563,37.65,16.62,0,0,0,0
18,13,0.581,38.27,16.62,0,0,0,0
14,14,0.5,38.71,16.62,0,0,0,0
15,15,0.5,39.14,16.62,0,0,0,0
22,8,0.733,43.7,16.62,0,0,0,0.26
21,11,0.656,44.08,16.62,0,0,0,0
11,15,0.423,32.14,16.63,0,0,0,0
14,17,0.452,33.31,16.63,0,0,0,0
13,13,0.5,37.64,16.63,0,0,0,0
13,8,0.619,39.3,16.63,0,0,0,0
17,11,0.607,39.89,16.63,0,0,0,0
18,13,0.581,42.41,16.63,0,0,0,0
6,20,0.231,27.51,16.64,0,0,0,0
10,18,0.357,29.5,16.64,0,0,0,0
12,14,0.462,29.66,16.64,0,0,0,0
5,25,0.167,30.29,16.64,0,0,0,0
13,17,0.433,30.9,16.64,0,0,0,0
14,15,0.483,36.27,16.64,0,0,0,0
12,16,0.429,37.01,16.64,0,0,0,0
16,13,0.552,38.19,16.64,0,0,0,0
16,12,0.571,39.75,16.64,0,0,0,0
18,12,0.6,41.32,16.64,0,0,0,0
8,10,0.444,28.2,16.65,0,0,0,0
12,19,0.387,34.87,16.65,0,0,0,0
12,16,0.429,35.52,16.65,0,0,0,0
15,12,0.556,40.44,16.65,0,0,0,0
21,8,0.724,40.93,16.65,0,0,0,0
20,10,0.667,41.28,16.65,0,0,0,0
17,12,0.586,41.89,16.65,0,0,0,0
21,8,0.724,41.98,16.65,0,0,0,0
19,7,0.731,46.45,16.65,0,0,0,0
7,19,0.269,28.17,16.66,0,0,0,0
15,21,0.417,34.88,16.66,0,0,0,0.26
14,13,0.519,36.63,16.66,0,0,0,0
15,13,0.536,37.78,16.66,0,0,0,0
20,14,0.588,40.8,16.66,0,0,0,0.26
20,10,0.667,40.89,16.66,0,0,0,0
