w,l,wl,srs_adj,sos_adj,pts_for,pts_vs,pts_total,ap_pre_adj,ap_high_adj,ap_final_adj,pts_diff_adj,ncaa_adj
11,16,0.407,37.7,20.66,57.2,61.6,118.8,0,0,0,22.3,0
10,21,0.323,38.35,21.32,68.6,73,141.6,0,0,0,22.3,0
13,19,0.406,38.48,21.42,66.5,70.9,137.4,0,0,0,22.3,0
11,19,0.367,38.79,21.74,62.1,66.5,128.6,0,0,0,22.3,0
11,18,0.379,39.8,22.84,63.6,68,131.6,0,0,0,22.3,0
10,19,0.345,38.83,22.99,66.7,71.1,137.8,0,0,0,22.3,0
11,17,0.393,19.74,2.61,71.3,75.6,146.9,0,0,0,22.4,0
15,17,0.469,20.22,3.69,64.3,68.6,132.9,0,0,0,22.4,0
13,15,0.464,22.18,5.47,69,73.3,142.3,0,0,0,22.4,0
9,22,0.29,23.28,6.47,67.4,71.7,139.1,0,0,0,22.4,0
9,23,0.281,24.88,8.3,68.3,72.6,140.9,0,0,0,22.4,0
9,18,0.333,21,8.55,65.8,70.1,135.9,0,0,0,22.4,0
8,20,0.286,24.29,9.23,60.8,65.1,125.9,0,0,0,22.4,0
11,18,0.379,27.06,9.92,72,76.3,148.3,0,0,0,22.4,0
14,19,0.424,27.67,12.42,69.2,73.5,142.7,0,0,0,22.4,0
11,20,0.355,29.71,13.23,67.5,71.8,139.3,0,0,0,22.4,0
11,17,0.393,31.19,14.37,61.2,65.5,126.7,0,0,0,22.4,0
13,19,0.406,31.87,14.74,62.2,66.5,128.7,0,0,0,22.4,0
10,18,0.357,31.14,14.92,68.1,72.4,140.5,0,0,0,22.4,0
11,16,0.407,31.6,15.27,59.7,64,123.7,0,0,0,22.4,0
10,19,0.345,32.84,15.74,65.8,70.1,135.9,0,0,0,22.4,0
9,18,0.333,31.85,17.17,68.8,73.1,141.9,0,0,0,22.4,0
11,19,0.367,41.89,24.78,65.7,70,135.7,0,0,0,22.4,0
11,16,0.407,15.6,1.23,65.1,69.3,134.4,0,0,0,22.5,0
13,17,0.433,19.98,2.77,64.4,68.6,133,0,0,0,22.5,0
11,17,0.393,20.31,4.27,72.2,76.4,148.6,0,0,0,22.5,0
12,16,0.429,20.58,4.44,71.9,76.1,148,0,0,0,22.5,0
13,15,0.464,22.54,5.31,65,69.2,134.2,0,0,0,22.5,0
9,19,0.321,23.14,9.1,73.4,77.6,151,0,0,0,22.5,0
12,16,0.429,26.53,9.37,64.3,68.5,132.8,0,0,0,22.5,0
14,14,0.5,26.33,9.57,70.5,74.7,145.2,0,0,0,22.5,0
12,17,0.414,27.36,10.12,63.8,68,131.8,0,0,0,22.5,0
13,17,0.433,27.61,10.4,72.9,77.1,150,0,0,0,22.5,0
12,15,0.444,28.11,11.5,66.3,70.5,136.8,0,0,0,22.5,0
10,20,0.333,26.36,11.95,71,75.2,146.2,0,0,0,22.5,0
12,19,0.387,26.95,12.21,69.3,73.5,142.8,0,0,0,22.5,0
12,19,0.387,28.82,12.45,76.3,80.5,156.8,0,0,0,22.5,0
9,20,0.31,29.81,12.64,70.7,74.9,145.6,0,0,0,22.5,0
10,19,0.345,29.77,13.28,63,67.2,130.2,0,0,0,22.5,0
10,18,0.357,31.12,13.96,71.6,75.8,147.4,0,0,0,22.5,0
10,17,0.37,30.64,14.46,64.4,68.6,133,0,0,0,22.5,0
9,20,0.31,32.3,15.17,60.7,64.9,125.6,0,0,0,22.5,0
7,19,0.269,30.91,15.59,67.9,72.1,140,0,0,0,22.5,0
9,22,0.29,31.42,16.66,61.3,65.5,126.8,0,0,0,22.5,0
13,19,0.406,33.96,16.77,66,70.2,136.2,0,0,0,22.5,0
10,21,0.323,33.7,17.16,65,69.2,134.2,0,0,0,22.5,0
9,19,0.321,34.9,17.67,57.3,61.5,118.8,0,0,0,22.5,0
12,20,0.375,34.09,17.84,70.7,74.9,145.6,0,0,0,22.5,0
13,16,0.448,34.79,18.63,64.3,68.5,132.8,0,0,0,22.5,0
15,17,0.469,37.14,20.35,67.5,71.7,139.2,0,0,0,22.5,0
9,22,0.29,38.54,21.32,73.9,78.1,152,0,0,0,22.5,0
12,20,0.375,39.15,21.93,69.4,73.6,143,0,0,0,22.5,0
15,20,0.429,39.12,22.59,67.9,72.1,140,0,0,0,22.5,0
13,15,0.464,20.74,3.47,63.8,67.9,131.7,0,0,0,22.6,0
7,21,0.25,23.43,6.1,71,75.1,146.1,0,0,0,22.6,0
10,18,0.357,23.88,6.51,70.4,74.5,144.9,0,0,0,22.6,0
13,17,0.433,23.84,6.53,71.3,75.4,146.7,0,0,0,22.6,0
10,17,0.37,23.86,8.65,67.9,72,139.9,0,0,0,22.6,0
11,22,0.333,23.83,8.78,67.9,72,139.9,0,0,0,22.6,0
12,15,0.444,25.89,9.68,74.5,78.6,153.1,0,0,0,22.6,0
10,19,0.345,25.58,10.14,57,61.1,118.1,0,0,0,22.6,0
8,19,0.296,25.41,10.84,64.5,68.6,133.1,0,0,0,22.6,0
11,21,0.344,28.89,11.54,69,73.1,142.1,0,0,0,22.6,0
8,20,0.286,27.8,11.62,72.9,77,149.9,0,0,0,22.6,0
13,18,0.419,28.58,12.07,65.8,69.9,135.7,0,0,0,22.6,0
9,20,0.31,28.05,12.38,62.6,66.7,129.3,0,0,0,22.6,0
8,22,0.267,28.91,12.9,61.9,66,127.9,0,0,0,22.6,0
12,20,0.375,29.78,13.2,68.1,72.2,140.3,0,0,0,22.6,0
11,21,0.344,30.04,13.38,71.3,75.4,146.7,0,0,0,22.6,0
10,20,0.333,28.73,13.68,70.1,74.2,144.3,0,0,0,22.6,0
9,22,0.29,31.38,15.47,59.6,63.7,123.3,0,0,0,22.6,0
9,21,0.3,31.24,16.26,64.8,68.9,133.7,0,0,0,22.6,0
11,17,0.393,32.69,16.36,65.4,69.5,134.9,0,0,0,22.6,0
12,18,0.4,36.54,19.23,64.6,68.7,133.3,0,0,0,22.6,0
11,22,0.333,37.14,19.76,65.3,69.4,134.7,0,0,0,22.6,0
9,22,0.29,37.75,20.43,62.9,67,129.9,0,0,0,22.6,0
12,16,0.429,37.84,20.57,66.3,70.4,136.7,0,0,0,22.6,0
9,18,0.333,37.89,20.59,73.3,77.4,150.7,0,0,0,22.6,0
13,18,0.419,37.32,20.75,65.9,70,135.9,0,0,0,22.6,0
13,18,0.419,38.03,21.28,61.5,65.6,127.1,0,0,0,22.6,0
10,17,0.37,39.05,21.79,67,71.1,138.1,0,0,0,22.6,0
14,16,0.467,39.64,22.3,64.7,68.8,133.5,0,0,0,22.6,0
12,14,0.462,19,3.17,75.3,79.3,154.6,0,0,0,22.7,0
11,19,0.367,19.8,3.28,62.8,66.8,129.6,0,0,0,22.7,0
14,15,0.483,21.94,4.09,65.5,69.5,135,0,0,0,22.7,0
14,19,0.424,23.46,6.08,69.1,73.1,142.2,0,0,0,22.7,0
12,20,0.375,21.81,7.11,67.6,71.6,139.2,0,0,0,22.7,0
11,16,0.407,23.55,7.77,63.6,67.6,131.2,0,0,0,22.7,0
10,17,0.37,23.04,8.07,66,70,136,0,0,0,22.7,0
11,19,0.367,24.1,10.21,68,72,140,0,0,0,22.7,0
10,17,0.37,25.87,10.38,70.1,74.1,144.2,0,0,0,22.7,0
12,19,0.387,24.27,10.43,68.3,72.3,140.6,0,0,0,22.7,0
9,22,0.29,26.74,11.33,61.5,65.5,127,0,0,0,22.7,0
10,17,0.37,22.17,11.43,65.3,69.3,134.6,0,0,0,22.7,0
11,20,0.355,28.92,11.54,69.8,73.8,143.6,0,0,0,22.7,0
13,14,0.481,27.86,11.72,70,74,144,0,0,0,22.7,0
11,19,0.367,29.5,12.42,69.1,73.1,142.2,0,0,0,22.7,0
8,19,0.296,29.24,12.83,68.7,72.7,141.4,0,0,0,22.7,0
10,19,0.345,30.56,13.11,65.7,69.7,135.4,0,0,0,22.7,0
11,20,0.355,30.77,13.32,67.5,71.5,139,0,0,0,22.7,0
8,21,0.276,30.78,13.34,63.3,67.3,130.6,0,0,0,22.7,0
10,20,0.333,29,13.59,71.4,75.4,146.8,0,0,0,22.7,0
14,18,0.438,30.34,13.77,63.3,67.3,130.6,0,0,0,22.7,0
10,20,0.333,30.42,13.94,63.6,67.6,131.2,0,0,0,22.7,0
9,19,0.321,30.94,13.94,61.6,65.6,127.2,0,0,0,22.7,0
9,19,0.321,32.26,15.77,70,74,144,0,0,0,22.7,0
13,19,0.406,33.39,15.92,61,65,126,0,0,0,22.7,0
11,15,0.423,33.3,16.17,75.2,79.2,154.4,0,0,0,22.7,0
10,16,0.385,31.85,16.97,76.2,80.2,156.4,0,0,0,22.7,0
10,20,0.333,33.53,17.16,67.7,71.7,139.4,0,0,0,22.7,0
11,23,0.324,32.81,17.3,64.8,68.8,133.6,0,0,0,22.7,0
9,23,0.281,36.06,18.62,64.8,68.8,133.6,0,0,0,22.7,0
12,18,0.4,36.6,20.44,63.7,67.7,131.4,0,0,0,22.7,0
12,20,0.375,38,20.59,67,71,138,0,0,0,22.7,0
12,20,0.375,39.57,22.19,61.8,65.8,127.6,0,0,0,22.7,0
15,14,0.517,41.12,23.71,75.5,79.5,155,0,0,0,22.7,0
14,15,0.483,23.54,6.52,67.4,71.3,138.7,0,0,0,22.8,0
9,21,0.3,20.53,7.31,67.8,71.7,139.5,0,0,0,22.8,0
10,19,0.345,25.07,7.53,67.5,71.4,138.9,0,0,0,22.8,0
12,16,0.429,24.96,7.77,71.9,75.8,147.7,0,0,0,22.8,0
10,19,0.345,24.51,7.92,67.4,71.3,138.7,0,0,0,22.8,0
8,20,0.286,25.01,8.9,68.9,72.8,141.7,0,0,0,22.8,0
8,23,0.258,26.39,9.18,70.4,74.3,144.7,0,0,0,22.8,0
15,17,0.469,24.51,9.78,63.4,67.3,130.7,0,0,0,22.8,0
16,14,0.533,26.94,9.98,70,73.9,143.9,0,0,0,22.8,0
11,19,0.367,28.05,11,69.2,73.1,142.3,0,0,0,22.8,0
10,20,0.333,29.55,12.21,66.6,70.5,137.1,0,0,0,22.8,0
11,19,0.367,28.47,12.38,63.2,67.1,130.3,0,0,0,22.8,0
13,15,0.464,30.89,13.59,66.6,70.5,137.1,0,0,0,22.8,0
8,21,0.276,30.58,14.25,60.5,64.4,124.9,0,0,0,22.8,0
12,18,0.4,31.98,15.25,68.3,72.2,140.5,0,0,0,22.8,0
16,17,0.485,34.27,17.48,66.4,70.3,136.7,0,0,0,22.8,0
13,15,0.464,34.64,17.71,69.3,73.2,142.5,0,0,0,22.8,0
11,15,0.423,34.83,17.98,70.1,74,144.1,0,0,0,22.8,0
10,21,0.323,31.27,18.07,70.6,74.5,145.1,0,0,0,22.8,0
9,18,0.333,35.79,18.31,74.7,78.6,153.3,0,0,0,22.8,0
11,17,0.393,37.42,19.9,66.9,70.8,137.7,0,0,0,22.8,0
11,21,0.344,37.56,20.05,71.4,75.3,146.7,0,0,0,22.8,0
14,19,0.424,40.57,23.01,59.5,63.4,122.9,0,0,0,22.8,0
12,19,0.387,19.9,5.17,64,67.8,131.8,0,0,0,22.9,0
12,20,0.375,21.42,6.11,72.2,76,148.2,0,0,0,22.9,0
10,19,0.345,22.01,6.56,69.2,73,142.2,0,0,0,22.9,0
12,18,0.4,26.76,9.12,67.4,71.2,138.6,0,0,0,22.9,0
13,14,0.481,25.49,9.19,72.4,76.2,148.6,0,0,0,22.9,0
11,21,0.344,26.92,9.35,60.4,64.2,124.6,0,0,0,22.9,0
12,16,0.429,24.52,9.36,69.1,72.9,142,0,0,0,22.9,0
11,22,0.333,24.08,9.53,65.2,69,134.2,0,0,0,22.9,0
14,17,0.452,24.36,9.81,66.3,70.1,136.4,0,0,0,22.9,0
13,15,0.464,27.76,10.18,63.6,67.4,131,0,0,0,22.9,0
10,19,0.345,29.13,11.44,62.9,66.7,129.6,0,0,0,22.9,0
14,19,0.424,29.18,11.58,70.4,74.2,144.6,0,0,0,22.9,0
11,20,0.355,28.17,11.63,71.2,75,146.2,0,0,0,22.9,0
11,19,0.367,29.71,12.22,56.6,60.4,117,0,0,0,22.9,0
10,17,0.37,30.33,12.74,79.6,83.4,163,0,0,0,22.9,0
11,20,0.355,29.44,13.3,64.2,68,132.2,0,0,0,22.9,0
12,20,0.375,29.86,13.45,64.1,67.9,132,0,0,0,22.9,0
12,17,0.414,31.1,13.56,65.6,69.4,135,0,0,0,22.9,0
12,19,0.387,31.93,14.29,68,71.8,139.8,0,0,0,22.9,0
14,16,0.467,31,14.59,65.4,69.2,134.6,0,0,0,22.9,0
10,22,0.313,31.47,14.93,64.1,67.9,132,0,0,0,22.9,0
9,17,0.346,31.15,14.96,68.2,72,140.2,0,0,0,22.9,0
16,18,0.471,32.89,15.05,70.4,74.2,144.6,0,0,0,22.9,0
11,20,0.355,33.18,15.61,66.6,70.4,137,0,0,0,22.9,0
11,21,0.344,33.25,16.42,62.4,66.2,128.6,0,0,0,22.9,0
9,19,0.321,34.08,16.46,58,61.8,119.8,0,0,0,22.9,0
10,21,0.323,32.86,16.81,58.7,62.5,121.2,0,0,0,22.9,0
11,20,0.355,33.38,16.84,62.4,66.2,128.6,0,0,0,22.9,0
12,15,0.444,35,17.36,69.3,73.1,142.4,0,0,0,22.9,0
11,18,0.379,35.3,17.68,57.8,61.6,119.4,0,0,0,22.9,0
12,19,0.387,32.66,17.75,64.4,68.2,132.6,0,0,0,22.9,0
10,21,0.323,32.69,17.97,65.9,69.7,135.6,0,0,0,22.9,0
13,19,0.406,35.36,18.47,73.3,77.1,150.4,0,0,0,22.9,0
13,14,0.481,35.5,18.59,67.6,71.4,139,0,0,0,22.9,0
9,19,0.321,36.29,18.66,76.6,80.4,157,0,0,0,22.9,0
11,20,0.355,36.45,18.88,61,64.8,125.8,0,0,0,22.9,0
16,16,0.5,39.02,21.39,65.8,69.6,135.4,0,0,0,22.9,0
10,20,0.333,39.73,22.12,66.7,70.5,137.2,0,0,0,22.9,0
12,16,0.429,42.91,25.32,73.4,77.2,150.6,0,0,0,22.9,0
16,13,0.552,21.87,4.94,70.7,74.4,145.1,0,0,0,23,0
11,15,0.423,24.77,7.68,71.8,75.5,147.3,0,0,0,23,0
13,15,0.464,25.09,7.76,69.8,73.5,143.3,0,0,0,23,0
7,21,0.25,25.56,7.83,60.1,63.8,123.9,0,0,0,23,0
10,17,0.37,26.36,8.69,64.6,68.3,132.9,0,0,0,23,0
8,19,0.296,25.21,9,60.2,63.9,124.1,0,0,0,23,0
12,19,0.387,25.1,9.14,68,71.7,139.7,0,0,0,23,0
12,18,0.4,25.8,9.32,71.8,75.5,147.3,0,0,0,23,0
14,18,0.438,25.38,9.7,68.2,71.9,140.1,0,0,0,23,0
13,19,0.406,26.29,9.85,63.8,67.5,131.3,0,0,0,23,0
11,19,0.367,26.52,10.21,71.7,75.4,147.1,0,0,0,23,0
13,19,0.406,25.43,10.71,64.7,68.4,133.1,0,0,0,23,0
12,15,0.444,28.7,10.86,51.9,55.6,107.5,0,0,0,23,0
12,20,0.375,26.02,11.21,74.6,78.3,152.9,0,0,0,23,0
13,17,0.433,25.42,11.49,63.4,67.1,130.5,0,0,0,23,0
12,20,0.375,29.99,12.33,66.1,69.8,135.9,0,0,0,23,0
11,16,0.407,30.86,13.15,64,67.7,131.7,0,0,0,23,0
11,18,0.379,31.71,14.04,59.2,62.9,122.1,0,0,0,23,0
14,17,0.452,32.06,14.33,62.9,66.6,129.5,0,0,0,23,0
10,18,0.357,29.98,14.53,62.3,66,128.3,0,0,0,23,0
13,15,0.464,31.38,14.82,67.3,71,138.3,0,0,0,23,0
11,17,0.393,30.21,14.97,69.8,73.5,143.3,0,0,0,23,0
13,19,0.406,32.23,15.37,69,72.7,141.7,0,0,0,23,0
13,17,0.433,34.26,16.55,63.1,66.8,129.9,0,0,0,23,0
11,17,0.393,34.89,17.27,69.8,73.5,143.3,0,0,0,23,0
12,16,0.429,35.14,17.41,70,73.7,143.7,0,0,0,23,0
10,17,0.37,35,17.97,62.1,65.8,127.9,0,0,0,23,0
9,22,0.29,37.79,20.88,76.2,79.9,156.1,0,0,0,23,0
12,16,0.429,43.5,25.84,66.8,70.5,137.3,0,0,0,23,0
10,17,0.37,17.29,3.06,80.5,84.1,164.6,0,0,0,23.1,0
11,21,0.344,19.88,3.55,58.2,61.8,120,0,0,0,23.1,0
14,16,0.467,23.7,5.85,60.3,63.9,124.2,0,0,0,23.1,0
11,17,0.393,24.85,7.05,58,61.6,119.6,0,0,0,23.1,0
10,16,0.385,25.03,7.34,72.2,75.8,148,0,0,0,23.1,0
15,16,0.484,24.63,7.43,69.7,73.3,143,0,0,0,23.1,0
16,15,0.516,27.54,9.56,70,73.6,143.6,0,0,0,23.1,0
11,17,0.393,28.67,10.93,69.3,72.9,142.2,0,0,0,23.1,0
10,18,0.357,28.07,11.11,65.5,69.1,134.6,0,0,0,23.1,0
12,16,0.429,28.1,11.36,68.4,72,140.4,0,0,0,23.1,0
11,19,0.367,27.17,11.48,66.1,69.7,135.8,0,0,0,23.1,0
10,18,0.357,27.28,11.72,72.8,76.4,149.2,0,0,0,23.1,0
9,21,0.3,24.93,11.85,71.5,75.1,146.6,0,0,0,23.1,0
7,21,0.25,28.26,12.11,68.1,71.7,139.8,0,0,0,23.1,0
11,17,0.393,29.67,12.29,68.3,71.9,140.2,0,0,0,23.1,0
12,19,0.387,30.91,13.17,68.4,72,140.4,0,0,0,23.1,0
14,14,0.5,31.51,13.71,66.2,69.8,136,0,0,0,23.1,0
7,23,0.233,30.79,14.48,65.4,69,134.4,0,0,0,23.1,0
13,17,0.433,31.95,14.78,67.6,71.2,138.8,0,0,0,23.1,0
14,17,0.452,32.22,15.31,71.2,74.8,146,0,0,0,23.1,0
14,19,0.424,34.99,17.19,67.7,71.3,139,0,0,0,23.1,0
12,20,0.375,35.47,17.66,68.3,71.9,140.2,0,0,0,23.1,0
10,18,0.357,35.49,17.79,63.4,67,130.4,0,0,0,23.1,0
11,17,0.393,35.8,17.99,67.9,71.5,139.4,0,0,0,23.1,0
9,21,0.3,32.58,18.06,64.6,68.2,132.8,0,0,0,23.1,0
9,19,0.321,35.7,18.15,55.5,59.1,114.6,0,0,0,23.1,0
12,17,0.414,37.24,19.42,66.9,70.5,137.4,0,0,0,23.1,0
10,21,0.323,38.5,20.71,61.4,65,126.4,0,0,0,23.1,0
10,18,0.357,24.17,6.3,64.5,68,132.5,0,0,0,23.2,0
10,16,0.385,23.83,7.62,64.4,67.9,132.3,0,0,0,23.2,0
10,16,0.385,24.47,7.74,63.1,66.6,129.7,0,0,0,23.2,0
11,19,0.367,25.14,7.86,67.9,71.4,139.3,0,0,0,23.2,0
10,18,0.357,23.25,8.28,67.8,71.3,139.1,0,0,0,23.2,0
18,16,0.529,27.1,9.16,70.8,74.3,145.1,0,0,0,23.2,0
12,18,0.4,21.97,9.69,66.7,70.2,136.9,0,0,0,23.2,0
9,21,0.3,24.52,10.04,66,69.5,135.5,0,0,0,23.2,0
12,16,0.429,27.78,10.78,67,70.5,137.5,0,0,0,23.2,0
11,19,0.367,27.49,11.26,71.6,75.1,146.7,0,0,0,23.2,0
9,18,0.333,29.16,11.27,60.5,64,124.5,0,0,0,23.2,0
14,16,0.467,28.21,11.55,69.3,72.8,142.1,0,0,0,23.2,0
10,20,0.333,29.65,11.69,68.8,72.3,141.1,0,0,0,23.2,0
11,17,0.393,27.6,11.71,77.6,81.1,158.7,0,0,0,23.2,0
13,15,0.464,31.26,14.33,65.3,68.8,134.1,0,0,0,23.2,0
13,19,0.406,31.78,14.69,58,61.5,119.5,0,0,0,23.2,0
10,20,0.333,31.95,15.05,71.5,75,146.5,0,0,0,23.2,0
9,21,0.3,33.78,16.37,60.7,64.2,124.9,0,0,0,23.2,0
12,15,0.444,34.26,16.37,66.1,69.6,135.7,0,0,0,23.2,0
12,15,0.444,35.11,17.18,69.5,73,142.5,0,0,0,23.2,0
14,18,0.438,35.47,18.56,63.3,66.8,130.1,0,0,0,23.2,0
14,16,0.467,37.37,19.46,65,68.5,133.5,0,0,0,23.2,0
11,20,0.355,37.36,19.47,69.3,72.8,142.1,0,0,0,23.2,0
11,17,0.393,39.2,21.26,66.5,70,136.5,0,0,0,23.2,0
11,18,0.379,39.38,22.61,67.3,70.8,138.1,0,0,0,23.2,0
10,20,0.333,41.06,23.15,71.6,75.1,146.7,0,0,0,23.2,0
10,19,0.345,42.18,24.18,75.2,78.6,153.8,0.567,0.567,0,23.3,0
12,18,0.4,21.17,4.76,61.1,64.5,125.6,0,0,0,23.3,0
10,18,0.357,24.5,6.48,59.9,63.3,123.2,0,0,0,23.3,0
12,16,0.429,22.64,7.69,64.7,68.1,132.8,0,0,0,23.3,0
15,16,0.484,21.49,7.97,74.1,77.5,151.6,0,0,0,23.3,0
11,16,0.407,24.53,8.12,64,67.4,131.4,0,0,0,23.3,0
14,18,0.438,23.52,8.32,70.8,74.2,145,0,0,0,23.3,0
10,19,0.345,25.13,8.83,58.3,61.7,120,0,0,0,23.3,0
13,20,0.394,25.6,8.89,69.2,72.6,141.8,0,0,0,23.3,0
13,18,0.419,27.06,9,62.1,65.5,127.6,0,0,0,23.3,0
10,17,0.37,27.42,9.38,63.7,67.1,130.8,0,0,0,23.3,0
14,14,0.5,25.43,9.5,76.9,80.3,157.2,0,0,0,23.3,0
12,19,0.387,25.16,9.72,68.8,72.2,141,0,0,0,23.3,0
12,16,0.429,27.6,10.22,70.6,74,144.6,0,0,0,23.3,0
11,19,0.367,26.28,10.32,66.3,69.7,136,0,0,0,23.3,0
12,20,0.375,29.14,11.17,65.6,69,134.6,0,0,0,23.3,0
13,18,0.419,28.75,11.61,65.4,68.8,134.2,0,0,0,23.3,0
14,17,0.452,30.03,12.01,63.1,66.5,129.6,0,0,0,23.3,0
11,17,0.393,30.11,12.02,61.1,64.5,125.6,0,0,0,23.3,0
12,19,0.387,30.05,12.64,65.4,68.8,134.2,0,0,0,23.3,0
12,16,0.429,26.64,12.83,68.4,71.8,140.2,0,0,0,23.3,0
11,20,0.355,32.01,14.96,66.1,69.5,135.6,0,0,0,23.3,0
9,22,0.29,30.06,15.79,70.5,73.9,144.4,0,0,0,23.3,0
11,18,0.379,33.81,16.07,71.8,75.2,147,0,0,0,23.3,0
12,18,0.4,31.93,16.3,69,72.4,141.4,0,0,0,23.3,0
14,16,0.467,34.89,16.85,71.3,74.7,146,0,0,0,23.3,0
13,15,0.464,34.15,17.44,64.9,68.3,133.2,0,0,0,23.3,0
13,17,0.433,35.51,17.5,70.3,73.7,144,0,0,0,23.3,0
9,20,0.31,37.13,19.06,68.3,71.7,140,0,0,0,23.3,0
13,16,0.448,38.44,20.41,67.4,70.8,138.2,0,0,0,23.3,0
13,15,0.464,38.98,20.96,75.4,78.8,154.2,0,0,0,23.3,0
11,21,0.344,36.92,21.04,63.2,66.6,129.8,0,0,0,23.3,0
12,16,0.429,39.49,21.48,66.9,70.3,137.2,0,0,0,23.3,0
13,19,0.406,39.62,21.64,60.9,64.3,125.2,0,0,0,23.3,0
12,19,0.387,40.13,22.14,58.8,62.2,121,0,0,0,23.3,0
15,15,0.5,20.86,2.78,58,61.3,119.3,0,0,0,23.4,0
17,14,0.548,19.68,3.09,60.6,63.9,124.5,0,0,0,23.4,0
11,21,0.344,20.33,3.99,59.3,62.6,121.9,0,0,0,23.4,0
10,17,0.37,21.91,5.31,65.3,68.6,133.9,0,0,0,23.4,0
11,16,0.407,23.48,5.36,66.3,69.6,135.9,0,0,0,23.4,0
11,19,0.367,23.43,6.88,71.1,74.4,145.5,0,0,0,23.4,0
12,16,0.429,22.83,7,66.8,70.1,136.9,0,0,0,23.4,0
13,17,0.433,25.5,7.68,64.8,68.1,132.9,0,0,0,23.4,0
9,21,0.3,23.21,8.33,61.6,64.9,126.5,0,0,0,23.4,0
9,18,0.333,26.5,8.35,64.3,67.6,131.9,0,0,0,23.4,0
12,21,0.364,25.01,8.67,68.5,71.8,140.3,0,0,0,23.4,0
10,20,0.333,27.69,9.61,65.5,68.8,134.3,0,0,0,23.4,0
13,17,0.433,27.73,9.66,65.9,69.2,135.1,0,0,0,23.4,0
15,17,0.469,27.11,10.28,65.7,69,134.7,0,0,0,23.4,0
13,15,0.464,26.51,10.37,69.8,73.1,142.9,0,0,0,23.4,0
13,19,0.406,27.98,10.83,61,64.3,125.3,0,0,0,23.4,0
11,20,0.355,28.21,11.06,71.4,74.7,146.1,0,0,0,23.4,0
8,19,0.296,29.67,11.6,69,72.3,141.3,0,0,0,23.4,0
16,16,0.5,26.41,11.77,71.1,74.4,145.5,0,0,0,23.4,0
12,20,0.375,29.72,12.61,60.3,63.6,123.9,0,0,0,23.4,0
12,20,0.375,29.59,12.64,71.6,74.9,146.5,0,0,0,23.4,0
11,21,0.344,28.22,12.71,71.5,74.8,146.3,0,0,0,23.4,0
9,19,0.321,30.84,12.72,63.8,67.1,130.9,0,0,0,23.4,0
11,20,0.355,26.43,12.78,70.3,73.6,143.9,0,0,0,23.4,0
12,20,0.375,30.99,13.78,69.3,72.6,141.9,0,0,0,23.4,0
11,16,0.407,30.67,14.03,67.8,71.1,138.9,0,0,0,23.4,0
10,16,0.385,30.11,14.62,66.9,70.2,137.1,0,0,0,23.4,0
13,19,0.406,32.1,14.75,66.3,69.6,135.9,0,0,0,23.4,0
13,18,0.419,33.29,15.2,64.4,67.7,132.1,0,0,0,23.4,0
14,15,0.483,34.16,16.06,65,68.3,133.3,0,0,0,23.4,0
10,17,0.37,38.18,20.03,60.6,63.9,124.5,0,0,0,23.4,0
11,16,0.407,38.51,20.4,73.6,76.9,150.5,0,0,0,23.4,0
9,21,0.3,36.87,21.13,65.7,69,134.7,0,0,0,23.4,0
8,22,0.267,39.16,22.39,58.5,61.8,120.3,0,0,0,23.4,0
9,20,0.31,18.35,1.24,67.8,71,138.8,0,0,0,23.5,0
10,17,0.37,20,3.07,68.3,71.5,139.8,0,0,0,23.5,0
15,15,0.5,22.19,3.95,65.4,68.6,134,0,0,0,23.5,0
10,17,0.37,22.81,5.24,70.8,74,144.8,0,0,0,23.5,0
11,15,0.423,23.55,6.19,69.8,73,142.8,0,0,0,23.5,0
10,18,0.357,23.57,6.33,82.8,86,168.8,0,0,0,23.5,0
14,17,0.452,20.68,6.41,63.9,67.1,131,0,0,0,23.5,0
14,14,0.5,25.12,7.31,63,66.2,129.2,0,0,0,23.5,0
13,16,0.448,25.32,7.31,66.6,69.8,136.4,0,0,0,23.5,0
10,18,0.357,21.64,7.52,65.1,68.3,133.4,0,0,0,23.5,0
10,19,0.345,23.95,7.81,68.1,71.3,139.4,0,0,0,23.5,0
11,20,0.355,27.04,8.79,65.2,68.4,133.6,0,0,0,23.5,0
13,17,0.433,25.98,8.88,66,69.2,135.2,0,0,0,23.5,0
10,19,0.345,27.41,9.2,66.9,70.1,137,0,0,0,23.5,0
13,18,0.419,28.65,10.43,69.7,72.9,142.6,0,0,0,23.5,0
12,19,0.387,28.97,10.56,62.1,65.3,127.4,0,0,0,23.5,0
12,18,0.4,29.71,11.47,61.1,64.3,125.4,0,0,0,23.5,0
12,16,0.429,29.81,11.65,73.4,76.6,150,0,0,0,23.5,0
14,16,0.467,30.18,11.93,65.7,68.9,134.6,0,0,0,23.5,0
11,20,0.355,30.19,11.97,65.1,68.3,133.4,0,0,0,23.5,0
14,17,0.452,29.47,11.99,66.2,69.4,135.6,0,0,0,23.5,0
10,20,0.333,27.35,12.22,67.4,70.6,138,0,0,0,23.5,0
11,18,0.379,30.77,12.56,71.7,74.9,146.6,0,0,0,23.5,0
12,17,0.414,30.79,12.59,64.8,68,132.8,0,0,0,23.5,0
12,16,0.429,30.8,12.88,65.9,69.1,135,0,0,0,23.5,0
10,18,0.357,28.55,13.14,67.4,70.6,138,0,0,0,23.5,0
