w,l,wl,srs_adj,sos_adj,pts_for,pts_vs,pts_total,ap_pre_adj,ap_high_adj,ap_final_adj,pts_diff_adj,ncaa_adj
9,19,0.321,30.33,13.25,60.7,63.9,124.6,0,0,0,23.5,0
10,17,0.37,29.66,13.34,66.3,69.5,135.8,0,0,0,23.5,0
10,18,0.357,30.26,14.33,78.2,81.4,159.6,0,0,0,23.5,0
11,20,0.355,32.62,14.48,70.4,73.6,144,0,0,0,23.5,0
13,18,0.419,32.09,15.31,67.1,70.3,137.4,0,0,0,23.5,0
13,17,0.433,34.21,16.53,62.6,65.8,128.4,0,0,0,23.5,0
9,19,0.321,34.75,16.55,63.9,67.1,131,0,0,0,23.5,0
13,16,0.448,36.46,18.29,66.9,70.1,137,0,0,0,23.5,0
9,18,0.333,38.28,20.1,65,68.2,133.2,0,0,0,23.5,0
9,18,0.333,36.92,20.63,62.2,65.4,127.6,0,0,0,23.5,0
13,18,0.419,38.31,21,67,70.2,137.2,0,0,0,23.5,0
14,16,0.467,39.91,21.67,67.2,70.4,137.6,0,0.367,0,23.5,0
13,19,0.406,40.71,22.95,64.6,67.8,132.4,0,0,0,23.5,0
11,19,0.367,40.16,23.17,72.6,75.8,148.4,0,0,0,23.5,0
11,18,0.379,42,23.8,68.9,72.1,141,0,0,0,23.5,0
9,18,0.333,41.16,25.06,71.3,74.5,145.8,0,0,0,23.5,0
14,15,0.483,43.34,25.06,72.8,76,148.8,0,0.4,0,23.5,0
12,19,0.387,44.37,26.15,65.6,68.8,134.4,0,0,0,23.5,0
14,12,0.538,21.23,2.98,68.1,71.2,139.3,0,0,0,23.6,0
10,16,0.385,24.38,6.72,71.2,74.3,145.5,0,0,0,23.6,0
12,17,0.414,25.01,6.77,68.9,72,140.9,0,0,0,23.6,0
13,16,0.448,25.61,7.37,61.8,64.9,126.7,0,0,0,23.6,0
12,16,0.429,21.87,7.79,66.7,69.8,136.5,0,0,0,23.6,0
10,16,0.385,22.79,7.8,78.3,81.4,159.7,0,0,0,23.6,0
10,20,0.333,23.94,7.82,71.5,74.6,146.1,0,0,0,23.6,0
9,21,0.3,23.67,8.05,62.5,65.6,128.1,0,0,0,23.6,0
13,16,0.448,25.44,8.32,66.2,69.3,135.5,0,0,0,23.6,0
13,18,0.419,26.43,8.88,73.1,76.2,149.3,0,0,0,23.6,0
9,20,0.31,21.78,8.98,69,72.1,141.1,0,0,0,23.6,0
14,16,0.467,27.23,9.4,59,62.1,121.1,0,0,0,23.6,0
13,19,0.406,25.38,9.47,69.3,72.4,141.7,0,0,0,23.6,0
16,15,0.516,25.61,10.1,74.9,78,152.9,0,0,0,23.6,0
11,15,0.423,26.44,10.82,69.6,72.7,142.3,0,0,0,23.6,0
15,17,0.469,26.27,11.93,74.2,77.3,151.5,0,0,0,23.6,0
11,20,0.355,30.41,12.32,65.1,68.2,133.3,0,0,0,23.6,0
13,18,0.419,28.62,12.45,66.1,69.2,135.3,0,0,0,23.6,0
14,14,0.5,30.98,12.64,69.9,73,142.9,0,0,0,23.6,0
14,16,0.467,31.22,12.94,60.8,63.9,124.7,0,0,0,23.6,0
11,17,0.393,27.18,12.98,70.9,74,144.9,0,0,0,23.6,0
8,22,0.267,31.32,13.39,65.5,68.6,134.1,0,0,0,23.6,0
12,19,0.387,30.66,13.57,68.6,71.7,140.3,0,0,0,23.6,0
12,17,0.414,30.41,13.77,63.2,66.3,129.5,0,0,0,23.6,0
9,20,0.31,31.29,15.1,61,64.1,125.1,0,0,0,23.6,0
10,16,0.385,32.65,15.41,68.3,71.4,139.7,0,0,0,23.6,0
12,18,0.4,31.77,16.15,66,69.1,135.1,0,0,0,23.6,0
11,20,0.355,33.95,16.34,60.9,64,124.9,0,0,0,23.6,0
12,17,0.414,35.91,17.6,68.3,71.4,139.7,0,0,0,23.6,0
13,19,0.406,35.6,18.59,67.8,70.9,138.7,0,0,0,23.6,0
12,17,0.414,38.21,19.87,62.6,65.7,128.3,0,0,0,23.6,0
11,19,0.367,39.65,21.41,64.6,67.7,132.3,0,0,0,23.6,0
13,19,0.406,40.47,22.12,69,72.1,141.1,0,0,0,23.6,0
11,16,0.407,22.62,4.29,68.7,71.7,140.4,0,0,0,23.7,0
12,18,0.4,22.92,4.89,63.6,66.6,130.2,0,0,0,23.7,0
14,17,0.452,22.74,5.09,71.5,74.5,146,0,0,0,23.7,0
13,15,0.464,24.43,5.99,68.5,71.5,140,0,0,0,23.7,0
13,15,0.464,25.18,6.74,66.9,69.9,136.8,0,0,0,23.7,0
13,16,0.448,24.31,7.11,73.4,76.4,149.8,0,0,0,23.7,0
10,18,0.357,26.12,7.68,74.1,77.1,151.2,0,0,0,23.7,0
12,17,0.414,24.37,7.96,65.4,68.4,133.8,0,0,0,23.7,0
12,18,0.4,26.89,8.48,64.6,67.6,132.2,0,0,0,23.7,0
15,18,0.455,24.66,8.54,60.5,63.5,124,0,0,0,23.7,0
16,16,0.5,24.43,8.77,65.3,68.3,133.6,0,0,0,23.7,0
12,19,0.387,27.63,9.28,69.5,72.5,142,0,0,0,23.7,0
14,19,0.424,26.18,9.42,62.1,65.1,127.2,0,0,0,23.7,0
13,16,0.448,27.75,10.09,78,81,159,0,0,0,23.7,0
11,20,0.355,28.53,11.9,57.7,60.7,118.4,0,0,0,23.7,0
13,19,0.406,30.45,12.04,71.6,74.6,146.2,0,0,0,23.7,0
9,19,0.321,29.62,12.25,72.4,75.4,147.8,0,0,0,23.7,0
14,19,0.424,29.91,12.41,64.1,67.1,131.2,0,0,0,23.7,0
10,20,0.333,30.19,12.57,71.7,74.7,146.4,0,0,0,23.7,0
10,17,0.37,30.57,13.84,73.7,76.7,150.4,0,0,0,23.7,0
13,18,0.419,32.44,14,63.7,66.7,130.4,0,0,0,23.7,0
10,20,0.333,32.66,14.25,66.7,69.7,136.4,0,0,0,23.7,0
13,19,0.406,32.63,14.61,65.3,68.3,133.6,0,0,0,23.7,0
8,22,0.267,29.44,14.84,66.7,69.7,136.4,0,0,0,23.7,0
10,20,0.333,31.57,15.91,67.2,70.2,137.4,0,0,0,23.7,0
11,17,0.393,31.05,15.96,67.8,70.8,138.6,0,0,0,23.7,0
11,19,0.367,37.91,19.5,69.2,72.2,141.4,0,0,0,23.7,0
11,18,0.379,38.15,19.77,70.2,73.2,143.4,0,0,0,23.7,0
15,16,0.484,40.17,21.82,59,62,121,0,0,0,23.7,0
13,19,0.406,41.21,22.74,60.7,63.7,124.4,0,0,0,23.7,0
11,15,0.423,19.06,1.21,65.8,68.7,134.5,0,0,0,23.8,0
14,12,0.538,18.73,1.69,66.6,69.5,136.1,0,0,0,23.8,0
11,20,0.355,24.23,5.72,65.8,68.7,134.5,0,0,0,23.8,0
12,19,0.387,24.65,6.62,63.7,66.6,130.3,0,0,0,23.8,0
12,18,0.4,22.79,6.77,69.5,72.4,141.9,0,0,0,23.8,0
13,17,0.433,25.82,7.31,63,65.9,128.9,0,0,0,23.8,0
13,17,0.433,25.98,7.5,62.1,65,127.1,0,0,0,23.8,0
13,15,0.464,23.73,7.82,71,73.9,144.9,0,0,0,23.8,0
11,17,0.393,27.33,8.74,50.4,53.3,103.7,0,0,0,23.8,0
12,19,0.387,25.91,8.84,66.7,69.6,136.3,0,0,0,23.8,0
9,20,0.31,27.44,8.9,66.7,69.6,136.3,0,0,0,23.8,0
10,19,0.345,27.83,9.8,69.6,72.5,142.1,0,0,0,23.8,0
12,19,0.387,28.79,10.29,62.2,65.1,127.3,0,0,0,23.8,0
13,17,0.433,29.31,10.77,67.6,70.5,138.1,0,0,0,23.8,0
12,16,0.429,29.42,10.93,73.9,76.8,150.7,0,0,0,23.8,0
16,11,0.593,29.68,11.31,76,78.9,154.9,0,0,0,23.8,0
12,18,0.4,29.92,11.44,66.3,69.2,135.5,0,0,0,23.8,0
11,19,0.367,30.53,12.02,70.4,73.3,143.7,0,0,0,23.8,0
12,19,0.387,29.54,12.2,69.4,72.3,141.7,0,0,0,23.8,0
12,15,0.444,31.18,12.7,78.2,81.1,159.3,0,0,0,23.8,0
15,16,0.484,27.79,12.73,74.4,77.3,151.7,0,0,0,23.8,0
13,20,0.394,30.89,12.92,67,69.9,136.9,0,0,0,23.8,0
10,22,0.313,31.1,13.3,65.8,68.7,134.5,0,0,0,23.8,0
14,16,0.467,31.15,13.5,63,65.9,128.9,0,0,0,23.8,0
14,17,0.452,30.9,13.73,65.3,68.2,133.5,0,0,0,23.8,0
14,17,0.452,32.58,14.04,62.6,65.5,128.1,0,0,0,23.8,0
11,19,0.367,30.6,14.33,66,68.9,134.9,0,0,0,23.8,0
13,17,0.433,32.09,15.12,69.4,72.3,141.7,0,0,0,23.8,0
11,19,0.367,33.89,15.45,63.8,66.7,130.5,0,0,0,23.8,0
12,19,0.387,32.92,15.85,71.4,74.3,145.7,0,0,0,23.8,0
12,15,0.444,33.72,16.04,76.1,79,155.1,0,0,0,23.8,0
12,18,0.4,36.03,17.45,68.7,71.6,140.3,0,0,0,23.8,0
11,22,0.333,36.81,18.37,67.3,70.2,137.5,0,0,0,23.8,0
12,19,0.387,40.15,21.64,64,66.9,130.9,0,0,0,23.8,0
10,17,0.37,20.02,1.93,71.9,74.7,146.6,0,0,0,23.9,0
11,16,0.407,20.54,4.61,67.2,70,137.2,0,0,0,23.9,0
11,21,0.344,23.49,4.92,60.7,63.5,124.2,0,0,0,23.9,0
13,15,0.464,23.38,5.58,73.2,76,149.2,0,0,0,23.9,0
14,18,0.438,23.87,6.07,66.5,69.3,135.8,0,0,0,23.9,0
11,19,0.367,25.74,6.85,58,60.8,118.8,0,0,0,23.9,0
14,18,0.438,23.54,6.86,71.3,74.1,145.4,0,0,0,23.9,0
12,16,0.429,25.56,6.93,58,60.8,118.8,0,0,0,23.9,0
14,16,0.467,24.34,7.56,59,61.8,120.8,0,0,0,23.9,0
15,15,0.5,24.58,8.13,64.8,67.6,132.4,0,0,0,23.9,0
15,17,0.469,23.79,8.18,71.3,74.1,145.4,0,0,0,23.9,0
11,15,0.423,24.42,8.26,61.6,64.4,126,0,0,0,23.9,0
12,20,0.375,23.51,8.55,69.9,72.7,142.6,0,0,0,23.9,0
10,17,0.37,26.32,9.14,67.6,70.4,138,0,0,0,23.9,0
11,16,0.407,27.99,9.5,72.6,75.4,148,0,0,0,23.9,0
11,17,0.393,28.83,10.14,70,72.8,142.8,0,0,0,23.9,0
13,15,0.464,26.48,10.2,70.5,73.3,143.8,0,0,0,23.9,0
11,17,0.393,26.45,10.84,67.8,70.6,138.4,0,0,0,23.9,0
11,20,0.355,28.28,11.12,63.5,66.3,129.8,0,0,0,23.9,0
16,17,0.485,28.07,11.21,62.4,65.2,127.6,0,0,0,23.9,0
15,15,0.5,29.15,11.29,65.2,68,133.2,0,0,0,23.9,0
14,17,0.452,30.14,11.5,63.7,66.5,130.2,0,0,0,23.9,0
13,16,0.448,30.89,12.28,71.3,74.1,145.4,0,0,0,23.9,0
9,18,0.333,29.49,12.38,70.8,73.6,144.4,0,0,0,23.9,0
11,21,0.344,32.74,14.14,65.9,68.7,134.6,0,0,0,23.9,0
11,16,0.407,32.46,14.24,70.4,73.2,143.6,0,0,0,23.9,0
15,16,0.484,32.52,14.25,70.3,73.1,143.4,0,0,0,23.9,0
11,20,0.355,31.63,14.84,64.6,67.4,132,0,0,0,23.9,0
10,20,0.333,32.36,15.34,72.4,75.2,147.6,0,0,0,23.9,0
14,19,0.424,32.73,15.64,69.4,72.2,141.6,0,0,0,23.9,0
17,14,0.548,33.9,16.29,65,67.8,132.8,0,0,0,23.9,0
14,18,0.438,35.14,16.55,66.1,68.9,135,0,0,0,23.9,0
13,18,0.419,35.62,17.02,61.7,64.5,126.2,0,0,0,23.9,0
11,17,0.393,34.68,17.31,67.8,70.6,138.4,0,0,0,23.9,0
11,17,0.393,36.13,17.54,65.9,68.7,134.6,0,0,0,23.9,0
10,22,0.313,33.93,17.56,69.2,72,141.2,0,0,0,23.9,0
13,18,0.419,39.26,20.59,67.5,70.3,137.8,0,0,0,23.9,0
14,15,0.483,39.93,21.28,66.8,69.6,136.4,0,0,0,23.9,0
11,17,0.393,40.21,21.62,67.1,69.9,137,0,0,0,23.9,0
12,16,0.429,42.62,24.06,70.2,73,143.2,0,0,0,23.9,0
14,16,0.467,44.84,26.27,68.8,71.6,140.4,0,0.3,0,23.9,0
9,18,0.333,45.21,26.65,61.5,64.3,125.8,0,0,0,23.9,0
14,18,0.438,18.98,4.15,63,65.7,128.7,0,0,0,24,0
12,18,0.4,25.05,8.02,74.8,77.5,152.3,0,0,0,24,0
12,18,0.4,25.35,8.66,76.2,78.9,155.1,0,0,0,24,0
10,20,0.333,26.93,8.93,69.4,72.1,141.5,0,0,0,24,0
10,20,0.333,20.62,9.81,74.2,76.9,151.1,0,0,0,24,0
13,15,0.464,28.51,9.89,59.4,62.1,121.5,0,0,0,24,0
11,17,0.393,25.81,9.94,63.2,65.9,129.1,0,0,0,24,0
14,18,0.438,24.74,10.22,68.8,71.5,140.3,0,0,0,24,0
11,18,0.379,28.82,10.23,60.7,63.4,124.1,0,0,0,24,0
14,18,0.438,29.33,10.61,66.3,69,135.3,0,0,0,24,0
10,19,0.345,28.26,11.19,79.9,82.6,162.5,0,0,0,24,0
10,21,0.323,30.16,11.25,61.9,64.6,126.5,0,0,0,24,0
14,17,0.452,31.51,12.75,73.9,76.6,150.5,0,0,0,24,0
16,16,0.5,31.18,12.91,69.6,72.3,141.9,0,0,0,24,0
14,17,0.452,31.35,13.19,75.4,78.1,153.5,0,0,0,24,0
12,15,0.444,30.83,13.5,69,71.7,140.7,0,0,0,24,0
12,19,0.387,32.48,13.78,61.1,63.8,124.9,0,0,0,24,0
12,16,0.429,32.66,13.89,76.5,79.2,155.7,0,0,0,24,0
11,19,0.367,29.94,14.74,67.7,70.4,138.1,0,0,0,24,0
12,20,0.375,34.33,16.11,64.9,67.6,132.5,0,0,0,24,0
13,17,0.433,35.28,16.61,73.3,76,149.3,0,0,0,24,0
12,18,0.4,35.57,16.9,70.4,73.1,143.5,0,0,0,24,0
14,16,0.467,37.53,18.79,65,67.7,132.7,0,0,0,24,0
10,17,0.37,37.95,19.21,65.8,68.5,134.3,0,0,0,24,0
14,18,0.438,39.56,20.86,66,68.7,134.7,0,0,0,24,0
15,19,0.441,40.24,21.47,72.1,74.8,146.9,0,0,0,24,0
14,15,0.483,41.03,22.38,64.9,67.6,132.5,0,0,0,24,0
13,17,0.433,44.56,25.89,70.6,73.3,143.9,0,0,0,24,0
10,17,0.37,22.29,3.44,70.7,73.3,144,0,0,0,24.1,0
13,15,0.464,23.82,5.05,64.5,67.1,131.6,0,0,0,24.1,0
13,15,0.464,23.91,6.21,68.3,70.9,139.2,0,0,0,24.1,0
9,17,0.346,24.21,6.24,62.7,65.3,128,0,0,0,24.1,0
12,18,0.4,25.78,8.12,58.3,60.9,119.2,0,0,0,24.1,0
13,19,0.406,26.44,8.87,69.3,71.9,141.2,0,0,0,24.1,0
11,17,0.393,25.98,9.21,74.2,76.8,151,0,0,0,24.1,0
12,15,0.444,25.52,9.23,71,73.6,144.6,0,0,0,24.1,0
12,19,0.387,27.04,9.67,69.1,71.7,140.8,0,0,0,24.1,0
12,16,0.429,26.05,10.1,70.3,72.9,143.2,0,0,0,24.1,0
8,20,0.286,23.66,10.54,66.4,69,135.4,0,0,0,24.1,0
14,17,0.452,29.97,11.17,63.3,65.9,129.2,0,0,0,24.1,0
11,16,0.407,30.4,11.62,67.8,70.4,138.2,0,0,0,24.1,0
12,20,0.375,29.46,11.71,66.2,68.8,135,0,0,0,24.1,0
9,21,0.3,30.02,13.26,69.7,72.3,142,0,0,0,24.1,0
15,17,0.469,30.46,13.35,71.5,74.1,145.6,0,0,0,24.1,0
11,17,0.393,30.3,13.52,68.6,71.2,139.8,0,0,0,24.1,0
11,18,0.379,32.36,13.57,73.7,76.3,150,0,0,0,24.1,0
10,18,0.357,28.32,13.79,76.4,79,155.4,0,0,0,24.1,0
13,14,0.481,32.78,13.96,68.3,70.9,139.2,0,0,0,24.1,0
13,17,0.433,32.64,14.54,66.7,69.3,136,0,0,0,24.1,0
14,16,0.467,34.17,16.21,68.9,71.5,140.4,0,0,0,24.1,0
14,15,0.483,36.33,17.5,66.7,69.3,136,0,0,0,24.1,0
12,19,0.387,37.84,19.01,74.1,76.7,150.8,0,0,0,24.1,0
12,17,0.414,38.06,19.23,69.3,71.9,141.2,0,0,0,24.1,0
12,18,0.4,37.78,21.37,65.8,68.4,134.2,0,0,0,24.1,0
10,17,0.37,40.5,21.72,72.4,75,147.4,0,0,0,24.1,0
15,16,0.484,41.93,23.75,73.8,76.4,150.2,0,0,0,24.1,0
12,17,0.414,20.69,1.69,76.1,78.6,154.7,0,0,0,24.2,0
11,16,0.407,16.68,2.79,94.5,97,191.5,0,0,0,24.2,0
13,17,0.433,22.03,3.48,68.4,70.9,139.3,0,0,0,24.2,0
13,15,0.464,22.3,4.7,67.9,70.4,138.3,0,0,0,24.2,0
10,20,0.333,21.64,6.27,75,77.5,152.5,0,0,0,24.2,0
9,18,0.333,25.36,7.34,63.4,65.9,129.3,0,0,0,24.2,0
11,16,0.407,25.25,7.4,68.2,70.7,138.9,0,0,0,24.2,0
12,16,0.429,25.41,7.69,69,71.5,140.5,0,0,0,24.2,0
11,17,0.393,24.32,7.78,64,66.5,130.5,0,0,0,24.2,0
11,18,0.379,23.99,8.08,71.1,73.6,144.7,0,0,0,24.2,0
13,15,0.464,24.33,9,69.1,71.6,140.7,0,0,0,24.2,0
10,22,0.313,24.72,9.14,63.9,66.4,130.3,0,0,0,24.2,0
14,18,0.438,26.18,9.63,68.8,71.3,140.1,0,0,0,24.2,0
10,20,0.333,24.03,10.1,67.7,70.2,137.9,0,0,0,24.2,0
9,20,0.31,27.59,10.25,60.2,62.7,122.9,0,0,0,24.2,0
12,17,0.414,26.17,11.13,64.8,67.3,132.1,0,0,0,24.2,0
11,18,0.379,31.85,12.99,68.8,71.3,140.1,0,0,0,24.2,0
16,18,0.471,29.6,13.19,56.6,59.1,115.7,0,0,0,24.2,0
12,15,0.444,31.19,13.32,70.4,72.9,143.3,0,0,0,24.2,0
11,18,0.379,32.5,13.84,62.4,64.9,127.3,0,0,0,24.2,0
11,17,0.393,32.52,14.34,63.6,66.1,129.7,0,0,0,24.2,0
11,15,0.423,32.73,14.92,68,70.5,138.5,0,0,0,24.2,0
13,18,0.419,37.05,18.12,63.9,66.4,130.3,0,0,0,24.2,0
11,20,0.355,37.88,19.02,69.5,72,141.5,0,0,0,24.2,0
10,17,0.37,38.68,19.79,74.1,76.6,150.7,0,0,0,24.2,0
11,18,0.379,36.91,20.05,68.6,71.1,139.7,0,0,0,24.2,0
11,19,0.367,39.1,20.23,65.4,67.9,133.3,0,0,0,24.2,0
12,15,0.444,38.4,20.33,66.4,68.9,135.3,0,0,0,24.2,0
18,18,0.5,40.1,21.99,60.8,63.3,124.1,0,0,0,24.2,0
10,18,0.357,41.72,22.78,70,72.5,142.5,0,0,0,24.2,0
11,16,0.407,43.36,24.39,76.1,78.6,154.7,0,0,0,24.2,0
15,16,0.484,41.26,23.5,67.3,69.7,137,0.333,0.333,0,24.3,0
14,14,0.5,24.25,5.04,67.8,70.2,138,0,0,0,24.3,0
17,12,0.586,24.1,5.1,65.7,68.1,133.8,0,0,0,24.3,0
13,17,0.433,23.28,5.38,70.3,72.7,143,0,0,0,24.3,0
12,16,0.429,22.91,6.63,69.4,71.8,141.2,0,0,0,24.3,0
13,16,0.448,24.48,6.92,71.7,74.1,145.8,0,0,0,24.3,0
11,16,0.407,25.36,8.23,76.6,79,155.6,0,0,0,24.3,0
9,22,0.29,27.82,8.87,69.3,71.7,141,0,0,0,24.3,0
11,16,0.407,25.08,9.03,65.7,68.1,133.8,0,0,0,24.3,0
10,20,0.333,28.28,10.35,68.5,70.9,139.4,0,0,0,24.3,0
12,20,0.375,28.21,10.97,63.6,66,129.6,0,0,0,24.3,0
13,17,0.433,28.23,11.32,73.1,75.5,148.6,0,0,0,24.3,0
15,18,0.455,30.21,12.06,71.7,74.1,145.8,0,0,0,24.3,0
14,16,0.467,31.19,12.12,69,71.4,140.4,0,0,0,24.3,0
9,18,0.333,30.49,12.61,68.9,71.3,140.2,0,0,0,24.3,0
11,17,0.393,31.8,13.24,62.1,64.5,126.6,0,0,0,24.3,0
13,18,0.419,30.37,13.36,66.5,68.9,135.4,0,0,0,24.3,0
11,17,0.393,31.82,13.63,70.8,73.2,144,0,0,0,24.3,0
9,21,0.3,31.43,13.71,65.7,68.1,133.8,0,0,0,24.3,0
12,20,0.375,33.13,14.13,63.6,66,129.6,0,0,0,24.3,0
13,18,0.419,33.37,14.66,68,70.4,138.4,0,0,0,24.3,0
10,18,0.357,33.77,14.75,66.2,68.6,134.8,0,0,0,24.3,0
12,19,0.387,31.71,14.99,61.3,63.7,125,0,0,0,24.3,0
14,16,0.467,31,15,64.8,67.2,132,0,0,0,24.3,0
7,20,0.259,35.87,16.8,75,77.4,152.4,0,0,0,24.3,0
11,17,0.393,36.07,17.05,69.1,71.5,140.6,0,0,0,24.3,0
12,18,0.4,32.37,17.26,70.5,72.9,143.4,0,0,0,24.3,0
10,19,0.345,35.25,17.55,62.9,65.3,128.2,0,0,0,24.3,0
10,18,0.357,35.35,18.5,70.9,73.3,144.2,0,0,0,24.3,0
10,18,0.357,36.61,18.53,70.7,73.1,143.8,0,0,0,24.3,0
11,20,0.355,37.59,18.57,60.2,62.6,122.8,0,0,0,24.3,0
12,17,0.414,40.38,21.35,74.4,76.8,151.2,0,0,0,24.3,0
13,18,0.419,40.64,21.56,61.6,64,125.6,0,0,0,24.3,0
9,18,0.333,40.83,21.86,64.4,66.8,131.2,0,0,0,24.3,0
13,15,0.464,19.29,2.09,66.7,69,135.7,0,0,0,24.4,0
12,17,0.414,22.52,3.35,63.3,65.6,128.9,0,0,0,24.4,0
13,17,0.433,23.28,4.53,66.3,68.6,134.9,0,0,0,24.4,0
13,18,0.419,23.71,4.79,68,70.3,138.3,0,0,0,24.4,0
14,14,0.5,22.99,5.76,68.5,70.8,139.3,0,0,0,24.4,0
11,16,0.407,25.25,6.06,65.3,67.6,132.9,0,0,0,24.4,0
12,15,0.444,23.35,6.82,74,76.3,150.3,0,0,0,24.4,0
12,16,0.429,26.18,7.95,67.1,69.4,136.5,0,0,0,24.4,0
14,15,0.483,27.34,8.28,60.9,63.2,124.1,0,0,0,24.4,0
11,19,0.367,26.04,8.76,76.2,78.5,154.7,0,0,0,24.4,0
10,19,0.345,27.13,9.35,67.1,69.4,136.5,0,0,0,24.4,0
14,16,0.467,27.05,9.47,70.2,72.5,142.7,0,0,0,24.4,0
15,12,0.556,28.82,9.67,71,73.3,144.3,0,0,0,24.4,0
12,15,0.444,29.12,9.97,67.1,69.4,136.5,0,0,0,24.4,0
15,13,0.536,29.19,10.04,74.5,76.8,151.3,0,0,0,24.4,0
9,19,0.321,24.05,10.06,73,75.3,148.3,0,0,0,24.4,0
12,22,0.353,25.07,10.09,80.3,82.6,162.9,0,0,0,24.4,0
13,19,0.406,28.59,10.25,69.9,72.2,142.1,0,0,0,24.4,0
8,20,0.286,29.88,10.75,63.7,66,129.7,0,0,0,24.4,0
15,18,0.455,27.29,10.76,69.8,72.1,141.9,0,0,0,24.4,0
13,17,0.433,27.5,10.92,71.5,73.8,145.3,0,0,0,24.4,0
11,20,0.355,28.37,12.07,73.6,75.9,149.5,0,0,0,24.4,0
13,20,0.394,30.93,12.21,70.8,73.1,143.9,0,0,0,24.4,0
13,19,0.406,31.36,12.44,62.4,64.7,127.1,0,0,0,24.4,0
12,18,0.4,30.36,12.99,73,75.3,148.3,0,0,0,24.4,0
12,16,0.429,31.8,13.46,65.5,67.8,133.3,0,0,0,24.4,0
12,21,0.364,32.37,13.84,59.6,61.9,121.5,0,0,0,24.4,0
12,18,0.4,33.07,13.96,67.3,69.6,136.9,0,0,0,24.4,0
10,20,0.333,31.52,14.52,67.7,70,137.7,0,0,0,24.4,0
12,16,0.429,31.85,14.94,67.8,70.1,137.9,0,0,0,24.4,0
11,19,0.367,33.27,15.21,65.9,68.2,134.1,0,0,0,24.4,0
13,17,0.433,28.97,15.61,66.3,68.6,134.9,0,0,0,24.4,0
11,17,0.393,33.76,15.91,65.4,67.7,133.1,0,0,0,24.4,0
12,17,0.414,32.93,15.97,68.9,71.2,140.1,0,0,0,24.4,0
13,15,0.464,35.43,16.34,72.3,74.6,146.9,0,0,0,24.4,0
16,15,0.516,36.07,16.99,63.7,66,129.7,0,0,0,24.4,0
14,18,0.438,36.49,17.4,73.5,75.8,149.3,0,0,0,24.4,0
13,18,0.419,36.2,17.63,63.4,65.7,129.1,0,0,0,24.4,0
12,17,0.414,35.69,18.76,64.8,67.1,131.9,0,0,0,24.4,0
13,16,0.448,38.11,19.01,69.3,71.6,140.9,0,0,0,24.4,0
13,16,0.448,39.66,21.21,68.4,70.7,139.1,0,0,0,24.4,0
14,16,0.467,40.76,22.94,71.6,73.9,145.5,0,0,0,24.4,0
12,17,0.414,42.6,23.5,69.8,72.1,141.9,0,0,0,24.4,0
14,16,0.467,22.7,3.52,65.4,67.6,133,0,0,0,24.5,0
14,18,0.438,21.5,5.26,70.6,72.8,143.4,0,0,0,24.5,0
13,17,0.433,24.01,8.02,74.2,76.4,150.6,0,0,0,24.5,0
14,16,0.467,27.27,9.28,61.9,64.1,126,0,0,0,24.5,0
12,15,0.444,25.76,9.31,67.2,69.4,136.6,0,0,0,24.5,0
15,14,0.517,26.97,10.43,73.3,75.5,148.8,0,0,0,24.5,0
16,18,0.471,29.43,10.72,72.4,74.6,147,0,0,0,24.5,0
15,17,0.469,27.96,10.9,74,76.2,150.2,0,0,0,24.5,0
14,17,0.452,29.63,11.26,65.7,67.9,133.6,0,0,0,24.5,0
13,19,0.406,31.02,11.8,67.9,70.1,138,0,0,0,24.5,0
14,18,0.438,29.97,11.95,65.4,67.6,133,0,0,0,24.5,0
10,20,0.333,28.1,12.42,70.6,72.8,143.4,0,0,0,24.5,0
12,19,0.387,31.7,12.52,61.9,64.1,126,0,0,0,24.5,0
13,18,0.419,32.02,12.73,67.8,70,137.8,0,0,0,24.5,0
10,22,0.313,30.73,14.02,66.3,68.5,134.8,0,0,0,24.5,0
9,18,0.333,30.26,14.77,67.4,69.6,137,0,0,0,24.5,0
12,20,0.375,33.64,15,77.6,79.8,157.4,0,0,0,24.5,0
13,21,0.382,31.74,15.4,67.6,69.8,137.4,0,0,0,24.5,0
13,16,0.448,34.46,15.48,64.2,66.4,130.6,0,0,0,24.5,0
10,18,0.357,32.01,16.36,63.9,66.1,130,0,0,0,24.5,0
15,16,0.484,35.77,16.36,66.4,68.6,135,0,0,0,24.5,0
8,20,0.286,32.28,16.79,69.6,71.8,141.4,0,0,0,24.5,0
12,15,0.444,34.46,17.37,68.7,70.9,139.6,0,0,0,24.5,0
12,18,0.4,36.49,17.98,71.5,73.7,145.2,0,0,0,24.5,0
13,15,0.464,40.03,20.8,63.2,65.4,128.6,0,0,0,24.5,0
13,18,0.419,40.77,22.26,56.5,58.7,115.2,0,0,0,24.5,0
12,17,0.414,39.89,22.36,64.3,66.5,130.8,0,0,0,24.5,0
12,15,0.444,42.37,23.18,64.9,67.1,132,0,0,0,24.5,0
12,17,0.414,40.13,23.57,71.8,74,145.8,0,0,0,24.5,0
13,14,0.481,24.06,6.19,59.2,61.3,120.5,0,0,0,24.6,0
14,17,0.452,24.29,6.19,69.7,71.8,141.5,0,0,0,24.6,0
15,18,0.455,24.99,6.24,67,69.1,136.1,0,0,0,24.6,0
12,21,0.364,25.77,6.51,64.7,66.8,131.5,0,0,0,24.6,0
14,16,0.467,23.88,7.25,59.7,61.8,121.5,0,0,0,24.6,0
